neighborhood,building_class_category,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,sale_price,sale_date,latitude,longitude
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,1206,10006,1.0,,1.0,,,1956.0,565000.0,2024-01-31,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,1211,10006,1.0,,1.0,,,1956.0,875000.0,2023-09-06,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,1307,10006,1.0,,1.0,,,1956.0,1425000.0,2023-09-27,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,1406,10006,1.0,,1.0,,,1956.0,572500.0,2023-12-29,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,1809,10006,1.0,,1.0,,,1956.0,1630000.0,2023-05-25,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,1903,10006,1.0,,1.0,,,1956.0,810000.0,2023-05-19,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,1905,10006,1.0,,1.0,,,1956.0,718000.0,2024-01-08,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,2006,10006,1.0,,1.0,,,1956.0,810000.0,2023-04-28,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,2106,10006,1.0,,1.0,,,1956.0,1020000.0,2023-07-14,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,2701,10006,1.0,,1.0,,,1956.0,1075000.0,2023-08-17,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,2704,10006,1.0,,1.0,,,1956.0,1000000.0,2023-06-22,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,88 GREENWICH STREET,3105,10006,1.0,,1.0,,,1956.0,865000.0,2024-01-08,40.70791245,-74.01407336444697
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,77 GREENWICH,17A,10006,1.0,,1.0,,,2018.0,3250000.0,2023-08-03,40.70739505,-74.01355077977927
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,77 GREENWICH,18A,10006,1.0,,1.0,,,2018.0,3250000.0,2023-08-25,40.70739505,-74.01355077977927
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,77 GREENWICH,21B,10006,1.0,,1.0,,,2018.0,1475000.0,2023-09-13,40.70739505,-74.01355077977927
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,77 GREENWICH,27B,10006,1.0,,1.0,,,2018.0,1500000.0,2024-01-18,40.70739505,-74.01355077977927
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,77 GREENWICH,27C,10006,1.0,,1.0,,,2018.0,2700000.0,2023-06-27,40.70739505,-74.01355077977927
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,77 GREENWICH,27D,10006,1.0,,1.0,,,2018.0,2710000.0,2023-04-17,40.70739505,-74.01355077977927
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,77 GREENWICH,31C,10006,1.0,,1.0,,,2018.0,3400000.0,2023-07-13,40.70739505,-74.01355077977927
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,607,10005,1.0,,1.0,,,1930.0,1113200.0,2023-04-26,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,608,10005,1.0,,1.0,,,1930.0,1285000.0,2023-05-03,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,611,10005,1.0,,1.0,,,1930.0,1083572.0,2023-06-13,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,616,10005,1.0,,1.0,,,1930.0,1082962.0,2023-05-09,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,619,10005,1.0,,1.0,,,1930.0,997885.0,2023-07-31,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,623,10005,1.0,,1.0,,,1930.0,1390107.0,2023-05-08,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,705,10005,1.0,,1.0,,,1930.0,2200000.0,2023-03-27,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,706,10005,1.0,,1.0,,,1930.0,2100000.0,2023-04-17,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,718,10005,1.0,,1.0,,,1930.0,1010000.0,2023-10-10,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,808,10005,1.0,,1.0,,,1930.0,1090946.0,2023-05-30,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,814,10005,1.0,,1.0,,,1930.0,1220671.0,2023-05-12,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,816,10005,1.0,,1.0,,,1930.0,1973718.0,2023-06-09,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,822,10005,1.0,,1.0,,,1930.0,1455000.0,2023-03-24,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,829,10005,1.0,,1.0,,,1930.0,1469988.0,2023-05-19,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,909,10005,1.0,,1.0,,,1930.0,1240629.0,2023-06-02,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,916,10005,1.0,,1.0,,,1930.0,1157276.0,2023-06-13,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,922,10005,1.0,,1.0,,,1930.0,1115893.0,2023-05-22,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,923,10005,1.0,,1.0,,,1930.0,1275000.0,2023-06-01,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1005,10005,1.0,,1.0,,,1930.0,1687283.0,2023-05-16,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1006,10005,1.0,,1.0,,,1930.0,1479867.0,2023-06-05,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1007,10005,1.0,,1.0,,,1930.0,2173000.0,2023-06-15,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1030,10005,1.0,,1.0,,,1930.0,1499621.0,2023-05-12,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1032,10005,1.0,,1.0,,,,1553943.0,2023-05-17,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1106,10005,1.0,,1.0,,,1930.0,1400000.0,2023-09-26,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1123,10005,1.0,,1.0,,,1930.0,1326975.0,2023-07-20,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1207,10005,1.0,,1.0,,,1930.0,2139950.0,2023-06-15,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1223,10005,1.0,,1.0,,,1930.0,1400000.0,2023-10-27,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1506,10005,1.0,,1.0,,,,1450000.0,2023-11-30,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1514,10005,1.0,,1.0,,,,1288282.0,2023-05-30,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1517,10005,1.0,,1.0,,,,1615182.0,2023-06-05,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1706,10005,1.0,,1.0,,,,1568759.0,2023-05-10,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1805,10005,1.0,,1.0,,,,1805808.0,2023-06-08,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1806,10005,1.0,,1.0,,,,1578637.0,2023-06-08,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1812,10005,1.0,,1.0,,,,1747000.0,2023-06-07,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1906,10005,1.0,,1.0,,,,1598391.0,2023-05-08,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,1912,10005,1.0,,1.0,,,,1945000.0,2023-06-28,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,2306,10005,1.0,,1.0,,,1930.0,1500000.0,2024-01-18,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,2406,10005,1.0,,1.0,,,1930.0,1729184.0,2023-05-10,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,2407,10005,1.0,,1.0,,,1930.0,2528001.0,2023-05-16,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,2411,10005,1.0,,1.0,,,1930.0,1993472.0,2023-05-09,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,2511,10005,1.0,,1.0,,,1930.0,2025000.0,2023-11-07,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,2512,10005,1.0,,1.0,,,1930.0,1925000.0,2023-10-18,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,3301,10005,1.0,,1.0,,,1930.0,6166538.0,2023-06-02,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,12E,10004,1.0,,1.0,,,1982.0,1182563.0,2023-06-12,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,14G,10004,1.0,,1.0,,,1982.0,840000.0,2023-04-27,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,17G,10004,1.0,,1.0,,,1982.0,640000.0,2023-04-10,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,19A,10004,1.0,,1.0,,,1982.0,995000.0,2023-05-03,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,22D,10004,1.0,,1.0,,,1982.0,885000.0,2023-05-25,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,23E,10004,1.0,,1.0,,,1982.0,1150000.0,2023-07-28,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,26G,10004,1.0,,1.0,,,1982.0,805000.0,2023-03-30,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,26H,10004,1.0,,1.0,,,1982.0,1125000.0,2023-04-24,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,27B,10004,1.0,,1.0,,,1982.0,1064383.0,2024-01-16,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,28B,10004,1.0,,1.0,,,1982.0,998000.0,2023-12-15,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD ST,28F,10004,1.0,,1.0,,,1982.0,625000.0,2023-05-23,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,28G,10004,1.0,,1.0,,,1982.0,835000.0,2023-10-03,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,40 BROAD STREET,PH2B,10004,1.0,,1.0,,,1982.0,1100000.0,2023-04-26,40.7059776,-74.0115846
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,D003,10004,1.0,,1.0,,,1900.0,991411.0,2024-02-04,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,S004,10004,1.0,,1.0,,,1900.0,1424000.0,2023-12-04,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,E005,10004,1.0,,1.0,,,1900.0,990000.0,2023-08-10,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,R005,10004,1.0,,1.0,,,1900.0,880786.0,2023-06-12,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,F006,10004,1.0,,1.0,,,1900.0,975000.0,2023-09-18,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,H006,10004,1.0,,1.0,,,1900.0,980000.0,2023-04-03,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,K007,10004,1.0,,1.0,,,1900.0,875000.0,2023-06-29,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,L007,10004,1.0,,1.0,,,1900.0,765000.0,2023-05-04,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,F008,10004,1.0,,1.0,,,1900.0,1005000.0,2023-09-22,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,F009,10004,1.0,,1.0,,,1900.0,1000000.0,2023-06-08,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,J010,10004,1.0,,1.0,,,1900.0,1370000.0,2023-05-30,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,K010,10004,1.0,,1.0,,,1900.0,910000.0,2023-10-03,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,O010,10004,1.0,,1.0,,,1900.0,880000.0,2023-09-29,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,E014,10004,1.0,,1.0,,,1900.0,1080000.0,2023-06-15,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,K014,10004,1.0,,1.0,,,1900.0,955000.0,2023-12-15,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,A015,10004,1.0,,1.0,,,1900.0,1150000.0,2023-12-18,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,A017,10004,1.0,,1.0,,,1900.0,1190000.0,2023-03-17,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,F017,10004,1.0,,1.0,,,1900.0,1600000.0,2023-09-22,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,A018,10004,1.0,,1.0,,,1900.0,1275000.0,2023-05-22,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,DPH1,10004,1.0,,1.0,,,1900.0,1410000.0,2023-03-13,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,IPH1,10004,1.0,,1.0,,,1900.0,1902000.0,2023-05-11,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,KPH1,10004,1.0,,1.0,,,1900.0,1598653.0,2024-02-22,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,OPH1,10004,1.0,,1.0,,,1900.0,1085000.0,2023-09-15,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,BPH2,10004,1.0,,1.0,,,1900.0,1462500.0,2023-08-23,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25 BROAD STREET,DPH2,10004,1.0,,1.0,,,1900.0,2550000.0,2023-06-05,40.7058026,-74.01047569015998
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,8F,10005,1.0,,1.0,,,2005.0,892500.0,2023-06-26,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,9C,10005,1.0,,1.0,,,2005.0,930000.0,2024-02-29,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,10D,10005,1.0,,1.0,,,2005.0,840000.0,2023-05-15,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,18E,10005,1.0,,1.0,,,2005.0,1775000.0,2023-03-20,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,19B,10005,1.0,,1.0,,,2005.0,990000.0,2023-05-11,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,20C,10005,1.0,,1.0,,,2005.0,970000.0,2023-07-27,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,23E,10005,1.0,,1.0,,,2005.0,1815000.0,2023-06-28,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,33A,10005,1.0,,1.0,,,2005.0,1680000.0,2023-09-15,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 WILLIAM STREET,39G,10005,1.0,,1.0,,,2005.0,1050000.0,2024-02-16,40.705459399999995,-74.01032558016881
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,1602,10005,1.0,,1.0,,,1914.0,1037500.0,2023-03-24,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,1606,10005,1.0,,1.0,,,1914.0,975000.0,2024-01-26,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,1914,10005,1.0,,1.0,,,1914.0,1999000.0,2023-09-28,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,1928,10005,1.0,,1.0,,,1914.0,775000.0,2024-01-09,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,2100,10005,1.0,,1.0,,,1914.0,2175000.0,2023-10-27,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,2322,10005,1.0,,1.0,,,1914.0,10.0,2023-03-24,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,2504,10005,1.0,,1.0,,,1914.0,1590000.0,2023-08-02,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD ST,2904,10005,1.0,,1.0,,,1914.0,1599000.0,2023-05-22,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,3530,10005,1.0,,1.0,,,1914.0,2940000.0,2023-05-11,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,816,10005,1.0,,1.0,,,1914.0,1900000.0,2023-05-03,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,15 BROAD STREET,901,10005,1.0,,1.0,,,1914.0,787500.0,2023-09-11,40.70639335,-74.01068435237951
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,602,10005,1.0,,1.0,,,,730000.0,2023-08-07,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,616,10005,1.0,,1.0,,,,1100000.0,2023-10-26,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,714,10005,1.0,,1.0,,,,1100.0,2023-05-25,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,720,10005,1.0,,1.0,,,,650000.0,2023-03-28,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,800,10005,1.0,,1.0,,,,957500.0,2023-09-19,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,805,10005,1.0,,1.0,,,,1100000.0,2023-10-26,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,830,10005,1.0,,1.0,,,,785000.0,2023-06-23,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,900,10005,1.0,,1.0,,,,1070000.0,2024-02-14,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,55 WALL STREET,942,10005,1.0,,1.0,,,,985000.0,2023-12-29,40.70590315,-74.00934490134394
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,82 BEAVER STREET,209,10005,1.0,,1.0,,,1987.0,670000.0,2024-01-29,40.7052689,-74.0087031
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,1 WALL STREET,305,10005,1.0,,1.0,,,1987.0,1485000.0,2023-04-18,40.7073017,-74.01169293622516
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,82 BEAVER STREET,904,10005,1.0,,1.0,,,1987.0,545000.0,2023-11-09,40.7052689,-74.0087031
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,82 BEAVER STREET,1301,10005,1.0,,1.0,,,1987.0,1075000.0,2023-06-28,40.7052689,-74.0087031
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,21 SOUTH WILLIAM STREET,2D,10004,1.0,,1.0,,,,872000.0,2023-09-22,41.0584102,-74.0203884
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,21 SOUTH WILLIAM STREET,3D,10004,1.0,,1.0,,,,835000.0,2023-06-13,41.0584102,-74.0203884
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,18M,10005,1.0,,1.0,,,1987.0,1260000.0,2023-06-23,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,19O,10005,1.0,,1.0,,,1987.0,1550000.0,2023-08-08,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,24Q,10005,1.0,,1.0,,,1987.0,715000.0,2023-10-11,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,25O,10005,1.0,,1.0,,,1987.0,1900000.0,2023-04-28,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,26F,10005,1.0,,1.0,,,1987.0,1130000.0,2023-05-26,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,27M,10005,1.0,,1.0,,,1987.0,1585000.0,2023-10-11,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,29J,10005,1.0,,1.0,,,1987.0,620000.0,2023-06-16,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,29L,10005,1.0,,1.0,,,1987.0,630000.0,2023-04-20,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,31Q,10005,1.0,,1.0,,,1987.0,745000.0,2023-05-16,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,32J,10005,1.0,,1.0,,,1987.0,655000.0,2023-07-12,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,32O,10005,1.0,,1.0,,,1987.0,1848000.0,2023-12-06,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,33F,10005,1.0,,1.0,,,1987.0,1034500.0,2023-08-16,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,33L,10005,1.0,,1.0,,,1987.0,640000.0,2024-02-15,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,33P,10005,1.0,,1.0,,,1987.0,1350000.0,2023-04-25,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,34H,10005,1.0,,1.0,,,1987.0,1094619.0,2023-06-29,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,35A,10005,1.0,,1.0,,,1987.0,950000.0,2023-09-15,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,35K,10005,1.0,,1.0,,,1987.0,999000.0,2023-04-24,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,37C,10005,1.0,,1.0,,,1987.0,2350000.0,2023-08-25,40.705140650000004,-74.00797833903508
FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,75 WALL STREET,38O,10005,1.0,,1.0,,,1987.0,1996000.0,2023-04-26,40.705140650000004,-74.00797833903508
