neighborhood,building_class_category,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,sale_price,sale_date,latitude,longitude
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,969 PARK AVENUE,9B,10028,,,,,,1911.0,2865000.0,2023-04-12,40.7778478,-73.9585978
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,969 PARK AVENUE,9F,10028,,,,,,1911.0,1600000.0,2023-03-30,40.7778478,-73.9585978
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,140 EAST 83RD STREET,3A,10028,,,,,,1961.0,1850000.0,2023-10-20,40.7773857,-73.9568945
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,140 EAST 83RD STREET,4D,10028,,,,,,1961.0,600000.0,2023-04-13,40.7773857,-73.9568945
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,120 EAST 83RD ST.,1D,10028,,,,,,1957.0,255000.0,2023-04-25,40.77760495,-73.95770671874999
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,120 EAST 83RD STREET,2B,10028,,,,,,1957.0,385000.0,2023-11-21,40.77760495,-73.95770671874999
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,975 PARK AVENUE,15C,10028,,,,,,1929.0,2495000.0,2023-08-23,40.7779861,-73.9585149
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,975 PARK AVENUE,3D,10028,,,,,,1929.0,2100000.0,2023-05-25,40.7779861,-73.9585149
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,975 PARK AVENUE,7C,10028,,,,,,1929.0,1950000.0,2023-10-06,40.7779861,-73.9585149
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,975 PARK AVENUE,8D,10028,,,,,,1929.0,1650000.0,2023-08-14,40.7779861,-73.9585149
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,983 PARK AVENUE,2D,10028,,,,,,1927.0,1500000.0,2023-12-18,40.7782525,-73.9582796
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,983 PARK AVENUE,7B,10028,,,,,,1927.0,6700000.0,2023-10-10,40.7782525,-73.9582796
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,151 EAST 83RD STREET,10F,10028,,,,,,1929.0,625000.0,2024-02-22,40.77744785,-73.95622091938617
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,151 EAST 83RD STREET,1B,10028,,,,,,1929.0,799000.0,2023-03-09,40.77744785,-73.95622091938617
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,151 EAST 83RD STREET,2F,10028,,,,,,1929.0,805000.0,2023-03-06,40.77744785,-73.95622091938617
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,151 EAST 83RD STREET,5GH,10028,,,,,,1929.0,2300000.0,2023-08-22,40.77744785,-73.95622091938617
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,151 EAST 83RD STREET,8B,10028,,,,,,1929.0,795000.0,2023-03-14,40.77744785,-73.95622091938617
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,148 EAST 84TH STREET,4B,10028,,,,,,1930.0,345000.0,2023-10-10,40.77779805,-73.95615176504441
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,144 EAST 84TH ST,6D,10028,,,,,,1962.0,1580000.0,2023-07-05,40.7779855,-73.9563519
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,144 EAST 84TH STREET,12H,10028,,,,,,1962.0,450000.0,2023-09-26,40.7779855,-73.9563519
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,144 EAST 84TH STREET,6B,10028,,,,,,1962.0,675000.0,2023-09-06,40.7779855,-73.9563519
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,144 EAST 84TH STREET,6H,10028,,,,,,1962.0,391500.0,2024-02-07,40.7779855,-73.9563519
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,144 EAST 84TH STREET,9E,10028,,,,,,1962.0,724000.0,2023-04-12,40.7779855,-73.9563519
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,124 EAST 84TH STREET,3A,10028,,,,,,1924.0,1550000.0,2023-07-06,40.77840842857143,-73.9573127142857
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,114 EAST 84TH STREET,6D,10028,,,,,,1915.0,1575000.0,2023-09-07,40.778397,-73.9573186
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,993 PARK AVENUE,12D,10028,,,,,,1915.0,1500000.0,2023-12-14,40.7785926,-73.9580891
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,993 PARK AVENUE,8D,10028,,,,,,1915.0,5300000.0,2023-10-11,40.7785926,-73.9580891
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,993 PARK AVENUE,9E,10028,,,,,,1915.0,5300000.0,2023-10-11,40.7785926,-73.9580891
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,135 EAST 83RD STREET,14A,10028,,,,,,1961.0,1998750.0,2023-05-23,40.7775185,-73.9566721
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,135 EAST 83RD STREET,PHA,10028,,,,,,1961.0,2500000.0,2023-10-19,40.7775185,-73.9566721
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,103 EAST 84TH STREET,2A,10028,,,,,,1917.0,2450000.0,2023-05-09,40.7788202,-73.95749491645182
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,103 EAST 84TH STREET,8B,10028,,,,,,1917.0,1125000.0,2023-09-06,40.7788202,-73.95749491645182
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,119 EAST 84TH STREET,3B,10028,,,,,,1926.0,1525000.0,2023-09-26,40.77863257142857,-73.95739828571429
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,119 EAST 84TH STREET,3C,10028,,,,,,1926.0,985000.0,2023-07-31,40.77863257142857,-73.95739828571429
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,119 EAST 84TH STREET,6D,10028,,,,,,1926.0,575000.0,2024-02-29,40.77863257142857,-73.95739828571429
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,119 EAST 84TH STREET,7C,10028,,,,,,1926.0,1100000.0,2023-10-06,40.77863257142857,-73.95739828571429
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,125 EAST 84TH STREET,9C,10028,,,,,,1928.0,1400000.0,2023-12-08,40.7784351,-73.9569073
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,125 EAST 84TH STREET,PHB,10028,,,,,,1928.0,1950000.0,2023-06-01,40.7784351,-73.9569073
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,145 EAST 84TH STREET,11D-G,10028,,,,,,1963.0,4975000.0,2023-06-28,40.7781538,-73.9562261
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,145 EAST 84TH STREET,15D,10028,,,,,,1963.0,1450000.0,2023-09-13,40.7781538,-73.9562261
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,145 EAST 84TH STREET,15E,10028,,,,,,1963.0,700000.0,2023-09-21,40.7781538,-73.9562261
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,120 EAST 85 STREET,2E,10028,,,,,,1920.0,1875000.0,2023-08-08,,
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,106 EAST 85TH STREET,2N,10028,,,,,,1916.0,2067500.0,2024-01-31,40.779047649999995,-73.95719326698696
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,111 EAST 85 STREET,29F,10028,,,,,,1971.0,999000.0,2023-10-12,,
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,111 EAST 85TH STREET,20D,10028,,,,,,1971.0,2100000.0,2023-08-08,40.7794006,-73.9567916
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,111 EAST 85TH STREET,24G,10028,,,,,,1971.0,1075000.0,2023-06-01,40.7794006,-73.9567916
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,111 EAST 85TH STREET,29A,10028,,,,,,1971.0,1950000.0,2023-11-09,40.7794006,-73.9567916
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,111 EAST 85TH STREET,7A,10028,,,,,,1971.0,830000.0,2023-12-21,40.7794006,-73.9567916
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,108 EAST 86TH STREET,9S,10028,,,,,,1924.0,1200000.0,2023-03-27,40.7796924,-73.9567274
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1035 PARK AVENUE,12B,10028,,,,,,1926.0,3110000.0,2023-07-11,40.7798525,-73.9571486
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1045 PARK AVENUE,14B,10028,,,,,,1923.0,5300000.0,2023-08-23,40.7803108,-73.9568101
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,115 EAST 86TH STREET,44,10028,,,,,,1928.0,1525000.0,2023-08-18,40.780023799999995,-73.95621408926306
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1065 PARK AVENUE,12C,10128,,,,,,1973.0,705000.0,2023-11-08,40.7809075,-73.9563198
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1065 PARK AVENUE,7D,10128,,,,,,1973.0,616000.0,2023-04-24,40.7809075,-73.9563198
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1095 PARK AVE,4A,10128,,,,,,1930.0,2695000.0,2023-08-23,40.7818246,-73.9557113
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1095 PARK AVENUE,PHA,10128,,,,,,1930.0,1900000.0,2024-01-04,40.7818246,-73.9557113
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1105 PARK AVENUE,10C,10128,,,,,,1923.0,3500000.0,2023-10-03,40.7822029,-73.9554338
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1105 PARK AVENUE,12A,10128,,,,,,1923.0,4500000.0,2023-10-03,40.7822029,-73.9554338
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1105 PARK AVENUE,8C,10128,,,,,,1923.0,2585000.0,2023-06-28,40.7822029,-73.9554338
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1349 LEXINGTON AVE,6AB,10128,,,,,,1922.0,2100000.0,2023-12-05,40.7818058,-73.9537227
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1349 LEXINGTON AVENUE,9E,10128,,,,,,1922.0,1750000.0,2023-12-13,40.7818058,-73.9537227
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,114 E 90TH ST.,5C,10128,,,,,,1925.0,1600000.0,2023-10-10,40.78213165,-73.9544295972155
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,114 EAST 90TH STREET,1A,10128,,,,,,1925.0,325000.0,2023-08-01,40.78213165,-73.9544295972155
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,114 EAST 90TH STREET,3A,10128,,,,,,1925.0,1650000.0,2023-12-07,40.78213165,-73.9544295972155
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1111 PARK AVENUE,13A,10128,,,,,,1925.0,2875000.0,2024-01-10,40.7824507,-73.9552542
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1111 PARK AVENUE,3C,10128,,,,,,1925.0,2550000.0,2023-07-21,40.7824507,-73.9552542
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,115 EAST 90TH STREET,5D,10128,,,,,,1923.0,701000.0,2023-03-28,40.782538650000006,-73.95431700333333
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,115 EAST 90TH STREET,7E,10128,,,,,,1923.0,825000.0,2023-12-01,40.782538650000006,-73.95431700333333
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,160 EAST 91 STREET,5K,10128,,,,,,1941.0,489100.0,2023-07-13,40.78226105,-73.95270296512626
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,160 EAST 91,7B,10128,,,,,,1941.0,250000.0,2024-01-16,,
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,160 EAST 91ST STREET,3I,10128,,,,,,1941.0,493000.0,2023-06-08,40.78226105,-73.95270296512626
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,160 EAST 91ST STREET,4C,10128,,,,,,1941.0,455000.0,2023-04-11,40.78226105,-73.95270296512626
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,160 EAST 91ST STREET,5F,10128,,,,,,1941.0,494000.0,2023-09-19,40.78226105,-73.95270296512626
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,160 EAST 91ST,8D,10128,,,,,,1941.0,325000.0,2024-01-09,40.78226105,-73.95270296512626
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,124 EAST 91ST STREET,1D,10128,,,,,,1910.0,488000.0,2023-03-15,40.7826536,-73.95388826683309
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,124 EAST 91ST STREET,2C,10128,,,,,,1910.0,575000.0,2023-12-22,40.7826536,-73.95388826683309
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,108 EAST 91ST STREET,PHB,10128,,,,,,1928.0,812500.0,2023-08-28,40.7829332,-73.95439473225315
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1133 PARK AVENUE,PHW,10128,,,,,,1924.0,2350000.0,2023-07-06,40.7831907,-73.9547061
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,155 EAST 91ST STREET,6A,10128,,,,,,1927.0,1150000.0,2023-10-27,40.782618299999996,-73.95257264740013
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,159-167 EAST 91ST STREET,1G,10128,,,,,,1941.0,592787.0,2023-06-14,40.781957,-73.9515144
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,161 EAST 91ST STREET,1A,10128,,,,,,1941.0,611839.0,2023-11-01,40.78250296551724,-73.95261120689655
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,166 E 92ND ST,5B,10128,,,,,,1941.0,615000.0,2023-09-14,40.78270175,-73.95194710602063
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,166 EAST 92ND STREET,1C,10128,,,,,,1941.0,536000.0,2023-11-21,40.78270175,-73.95194710602063
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,166 EAST 92ND STREET,2C,10128,,,,,,1941.0,557000.0,2023-04-26,40.78270175,-73.95194710602063
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,166 EAST 92ND STREET,2D,10128,,,,,,1941.0,460000.0,2023-04-27,40.78270175,-73.95194710602063
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1165 PARK AVENUE,12A,10128,,,,,,1925.0,4350000.0,2023-05-09,40.7840898,-73.954064
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1165 PARK AVENUE,14D,10128,,,,,,1925.0,3600000.0,2023-05-23,40.7840898,-73.954064
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1165 PARK AVENUE,6D,10128,,,,,,1925.0,2560000.0,2024-02-28,40.7840898,-73.954064
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,150 EAST 93RD STREET,4E,10128,,,,,,1923.0,538000.0,2023-04-13,40.7837179,-73.952079
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,150 EAST 93RD,10F,10128,,,,,,1923.0,512000.0,2023-10-25,40.7837179,-73.952079
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1175 PARK AVENUE,1D,10128,,,,,,1925.0,2500000.0,2023-03-01,40.7843501,-73.953873
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1175 PARK AVENUE,2A1,10128,,,,,,1925.0,1999500.0,2023-11-02,40.7843501,-73.953873
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1175 PARK AVENUE,2HAL,10128,,,,,,1925.0,354900.0,2023-11-02,40.7843501,-73.953873
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1175 PARK AVENUE,6C,10128,,,,,,1925.0,4962500.0,2023-08-22,40.7843501,-73.953873
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1175 PARK AVENUE,8C,10128,,,,,,1925.0,7995000.0,2023-10-12,40.7843501,-73.953873
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1185 PARK AVENUE,3G,10128,,,,,,1929.0,5125000.0,2023-11-13,40.7848335,-73.9534973
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1185 PARK AVENUE,5F,10128,,,,,,1929.0,4400000.0,2023-07-11,40.7848335,-73.9534973
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1185 PARK AVENUE,6F,10128,,,,,,1929.0,2760000.0,2023-06-12,40.7848335,-73.9534973
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,125 EAST 93 ST,5A,10128,,,,,,1924.0,1210000.0,2023-12-21,40.784325949999996,-73.95273326045881
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,125 EAST 93RD STREET,2C,10128,,,,,,1924.0,530000.0,2023-11-27,40.784325949999996,-73.95273326045881
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,125 EAST 93RD,7A,10128,,,,,,1924.0,1275000.0,2023-08-09,40.784325949999996,-73.95273326045881
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,155 EAST 93RD STREET,11D,10128,,,,,,1928.0,670000.0,2023-10-17,40.7839649,-73.9521464
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,155 EAST 93RD STREET,3A,10128,,,,,,1928.0,795000.0,2024-01-19,40.7839649,-73.9521464
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,181 EAST 93RD,5D,10128,,,,,,1928.0,601489.0,2023-07-20,40.7836769,-73.95129450155903
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,170 E 94TH STREET,3C,10128,,,,,,1928.0,470325.0,2024-02-22,40.78397765,-73.95105735404397
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,170 EAST 94TH STREET,2A,10128,,,,,,1928.0,782500.0,2023-10-05,40.78397765,-73.95105735404397
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,170 EAST 94TH STREET,3G,10128,,,,,,1928.0,810000.0,2023-03-20,40.78397765,-73.95105735404397
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,152 EAST 94TH STREET,10G,10128,,,,,,1938.0,895000.0,2023-08-01,40.7841338,-73.95136984169237
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,152 EAST 94TH STREET,6HJ,10128,,,,,,1938.0,1999999.0,2024-01-03,40.7841338,-73.95136984169237
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,152 EAST 94TH STREET,8D,10128,,,,,,1938.0,680000.0,2023-08-30,40.7841338,-73.95136984169237
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1435 LEXINGTON AVENUE,7D,10128,,,,,,1925.0,2060000.0,2023-11-07,40.7843715,-73.9518504
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,130 EAST 94 STREET,2B,10128,,,,,,1923.0,1325000.0,2023-04-20,40.784593650000005,-73.95248344683782
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,130 EAST 94TH STREET,1B,10128,,,,,,1923.0,901000.0,2023-08-16,40.784593650000005,-73.95248344683782
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1199 PARK AVENUE,12H,10128,,,,,,1961.0,1365000.0,2023-11-28,40.7853519,-73.9531178
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1199 PARK AVENUE,15B,10128,,,,,,1961.0,925000.0,2023-06-15,40.7853519,-73.9531178
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1199 PARK AVENUE,17D,10128,,,,,,1961.0,1325000.0,2023-06-26,40.7853519,-73.9531178
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1199 PARK AVENUE,1A,10128,,,,,,1961.0,950000.0,2023-08-24,40.7853519,-73.9531178
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1199 PARK AVENUE,1B,10128,,,,,,1961.0,625000.0,2023-03-02,40.7853519,-73.9531178
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1199 PARK AVENUE,1D,10128,,,,,,1961.0,572500.0,2023-11-29,40.7853519,-73.9531178
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1199 PARK AVENUE,2H,10128,,,,,,1961.0,1425000.0,2023-08-15,40.7853519,-73.9531178
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1199 PARK AVENUE,5J,10128,,,,,,1961.0,525000.0,2023-05-23,40.7853519,-73.9531178
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,140 EAST 95TH STREET,5B,10128,,,,,,1920.0,650000.0,2024-02-22,40.7852204,-73.9517537
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,166 EAST 96TH STREET,16A,10128,,,,,,1928.0,1112500.0,2023-07-14,40.785342,-73.95031692150684
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,201 EAST 79TH STREET,11A,10075,,,,,,1963.0,915000.0,2023-07-18,40.7743532,-73.9569702
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,201 EAST 79TH STREET,15H,10075,,,,,,1963.0,1650000.0,2024-01-04,40.7743532,-73.9569702
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,201 EAST 79TH STREET,9A,10075,,,,,,1963.0,1210000.0,2023-08-24,40.7743532,-73.9569702
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,215 EAST 79TH STREET,12A,10075,,,,,,1947.0,1300000.0,2023-11-01,40.7740852,-73.95621468306354
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,215 EAST 79TH STREET,4DE,10075,,,,,,1947.0,1600000.0,2023-04-28,40.7740852,-73.95621468306354
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,225 E 79TH ST,8D,10075,,,,,,1930.0,507500.0,2023-07-18,40.773994,-73.95599083985047
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,225 E 79TH STREET,7A,10075,,,,,,1930.0,455000.0,2023-07-13,40.773994,-73.95599083985047
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,225 EAST 79 STREET,6B,10075,,,,,,1930.0,620000.0,2024-01-30,40.773994,-73.95599083985047
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,225 EAST 79TH STREET,11E,10075,,,,,,1930.0,325000.0,2023-09-29,40.773994,-73.95599083985047
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,225 EAST 79TH STREET,5E,10075,,,,,,1930.0,315000.0,2023-09-22,40.773994,-73.95599083985047
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,225 EAST 79TH STREET,9B,10075,,,,,,1930.0,930000.0,2023-03-28,40.773994,-73.95599083985047
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,229 EAST 79TH STREET,14E,10075,,,,,,1930.0,730000.0,2023-08-22,40.7738995,-73.95571445646527
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,229 EAST 79TH STREET,15B,10075,,,,,,1930.0,700000.0,2024-01-18,40.7738995,-73.95571445646527
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,229 EAST 79TH STREET,15D,10075,,,,,,1930.0,1260000.0,2023-05-19,40.7738995,-73.95571445646527
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,229 EAST 79TH STREET,5C,10075,,,,,,1930.0,1040000.0,2023-06-16,40.7738995,-73.95571445646527
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,229 EAST 79TH STREET,8F,10075,,,,,,1930.0,1100000.0,2023-08-02,40.7738995,-73.95571445646527
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,229 EAST 79TH STREET,9BC,10075,,,,,,1930.0,3225000.0,2024-02-02,40.7738995,-73.95571445646527
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,239 EAST 79TH STREET,12H,10075,,,,,,1957.0,840056.0,2023-11-21,40.77386513636364,-73.95608286363637
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,239 EAST 79TH STREET,16F,10075,,,,,,1957.0,765000.0,2023-11-07,40.77386513636364,-73.95608286363637
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,239 EAST 79TH STREET,5M,10075,,,,,,1957.0,655000.0,2023-04-06,40.77386513636364,-73.95608286363637
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,239 EAST 79TH STREET,7D,10075,,,,,,1957.0,545000.0,2023-11-16,40.77386513636364,-73.95608286363637
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,222 EAST 80TH STREET,10C,10075,,,,,,1962.0,1125000.0,2023-08-16,40.77434545,-73.9558679002312
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,222 EAST 80TH STREET,12A,10075,,,,,,1962.0,700000.0,2023-09-27,40.77434545,-73.9558679002312
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,222 EAST 82ND STREET,2C,10028,,,,,,1950.0,1270000.0,2023-05-23,40.7755871,-73.95487650321877
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,222 EAST 82ND STREET,4F,10028,,,,,,1950.0,843000.0,2023-11-10,40.7755871,-73.95487650321877
UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,222 EAST 82ND STREET,4H,10028,,,,,,1950.0,999000.0,2023-11-01,40.7755871,-73.95487650321877
