neighborhood,building_class_category,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,sale_price,sale_date,latitude,longitude,full_address,has_elevator,has_commercial,has_residential,land_to_building_ratio,price_per_square_foot,age_of_property,price_per_unit,price_per_residential_unit,price_per_commercial_unit,price_per_land_square_foot,sale_month,sale_quarter,property_type
GREENWICH VILLAGE-WEST,07 RENTALS - WALKUP APARTMENTS,99 PERRY STREET,,10014,20.0,0.0,20.0,2599.0,8825.0,1900.0,4500000.0,2023-03-15,40.7353728,-74.00555852322148,"99 PERRY STREET, New York, New York 10014",0,0,1,0.2945042492917847,509.91501416430594,124.0,225000.0,225000.0,,1731.4351673720662,3,1,residential
GREENWICH VILLAGE-WEST,07 RENTALS - WALKUP APARTMENTS,276 WEST 11TH STREET,,10014,5.0,0.0,5.0,2351.0,5217.0,1905.0,15900000.0,2023-03-30,40.7359023,-74.00450475,"276 WEST 11TH STREET, New York, New York 10014",0,0,1,0.4506421314931953,3047.728579643473,119.0,3180000.0,3180000.0,,6763.079540621013,3,1,residential
GREENWICH VILLAGE-WEST,07 RENTALS - WALKUP APARTMENTS,271 WEST 11TH STREET,,10014,11.0,0.0,11.0,2821.0,6740.0,1910.0,26750000.0,2023-03-09,40.736232900000005,-74.00432199294244,"271 WEST 11TH STREET, New York, New York 10014",0,0,1,0.4185459940652819,3968.842729970326,114.0,2431818.1818181816,2431818.1818181816,,9482.453030840128,3,1,residential
GREENWICH VILLAGE-WEST,07 RENTALS - WALKUP APARTMENTS,803 GREENWICH STREET,,10014,5.0,1.0,6.0,2016.0,5880.0,1910.0,8550000.0,2023-07-24,40.7379292,-74.00629741384682,"803 GREENWICH STREET, New York, New York 10014",0,1,1,0.34285714285714286,1454.0816326530612,114.0,1425000.0,1710000.0,8550000.0,4241.071428571428,7,2,mixed-use
GREENWICH VILLAGE-WEST,07 RENTALS - WALKUP APARTMENTS,120 CHARLES STREET,,10014,6.0,0.0,6.0,1525.0,6624.0,1910.0,5220000.0,2023-06-08,40.7342592,-74.00670204392162,"120 CHARLES STREET, New York, New York 10014",0,0,1,0.23022342995169082,788.0434782608696,114.0,870000.0,870000.0,,3422.9508196721313,6,2,residential
GREENWICH VILLAGE-WEST,08 RENTALS - ELEVATOR APARTMENTS,67 CARMINE STREET,,10014,4.0,1.0,5.0,1575.0,10934.0,2006.0,7950000.0,2023-07-06,40.729807,-74.00443866666667,"67 CARMINE STREET, New York, New York 10014",1,1,1,0.1440460947503201,727.0898115968539,18.0,1590000.0,1987500.0,7950000.0,5047.619047619048,7,2,mixed-use
GREENWICH VILLAGE-WEST,08 RENTALS - ELEVATOR APARTMENTS,100 BARROW ST,4D,10014,33.0,0.0,33.0,8998.0,82638.0,2015.0,4400000.0,2023-05-17,40.73202305,-74.00748400919005,"100 BARROW ST, New York, New York 10014",1,0,1,0.10888453253950967,53.24427019046927,9.0,133333.33333333334,133333.33333333334,,488.99755501222495,5,2,residential
GREENWICH VILLAGE-WEST,08 RENTALS - ELEVATOR APARTMENTS,100 BARROW ST,9A,10014,33.0,0.0,33.0,8998.0,82638.0,2015.0,4999999.0,2023-06-14,40.73202305,-74.00748400919005,"100 BARROW ST, New York, New York 10014",1,0,1,0.10888453253950967,60.504840388199135,9.0,151515.12121212122,151515.12121212122,,555.6789286508113,6,2,residential
GREENWICH VILLAGE-WEST,08 RENTALS - ELEVATOR APARTMENTS,100 BARROW STREET,10B,10014,33.0,0.0,33.0,8998.0,82638.0,2015.0,7500000.0,2023-07-24,40.73202305,-74.00748400919005,"100 BARROW STREET, New York, New York 10014",1,0,1,0.10888453253950967,90.75727873375445,9.0,227272.72727272726,227272.72727272726,,833.5185596799289,7,2,residential
GREENWICH VILLAGE-WEST,08 RENTALS - ELEVATOR APARTMENTS,100 BARROW STREET,6C,10014,33.0,0.0,33.0,8998.0,82638.0,2015.0,4990000.0,2023-08-15,40.73202305,-74.00748400919005,"100 BARROW STREET, New York, New York 10014",1,0,1,0.10888453253950967,60.383842784191295,9.0,151212.12121212122,151212.12121212122,,554.5676817070461,8,3,residential
GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT,432 HUDSON STREET,,10014,3.0,1.0,4.0,1760.0,4424.0,1920.0,50000.0,2023-05-02,40.73068445,-74.00653733064125,"432 HUDSON STREET, New York, New York 10014",0,1,1,0.39783001808318263,11.301989150090415,104.0,12500.0,16666.666666666668,50000.0,28.40909090909091,5,2,mixed-use
GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT,270 BLEECKER,,10014,3.0,2.0,5.0,980.0,3930.0,1910.0,7185800.0,2023-07-11,40.731321,-74.003172,"270 BLEECKER, New York, New York 10014",0,1,1,0.24936386768447838,1828.4478371501273,114.0,1437160.0,2395266.6666666665,3592900.0,7332.448979591837,7,2,mixed-use
GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT,241 BLEECKER STREET,,10014,3.0,1.0,4.0,2092.0,4667.0,1920.0,1.0,2023-06-23,40.7307825,-74.0026103,"241 BLEECKER STREET, New York, New York 10014",0,1,1,0.4482536961645597,0.00021427040925648167,104.0,0.25,0.3333333333333333,1.0,0.0004780114722753346,6,2,mixed-use
GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT,275 BLEECKER STREET,,10014,4.0,1.0,5.0,1840.0,4519.0,1920.0,9300000.0,2023-11-17,40.7316496,-74.00301007546281,"275 BLEECKER STREET, New York, New York 10014",0,1,1,0.40716972781588845,2057.9774286346537,104.0,1860000.0,2325000.0,9300000.0,5054.347826086957,11,4,mixed-use
GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT,133 WEST 13TH STREET,,10011,6.0,1.0,7.0,2117.0,4800.0,1890.0,17000000.0,2023-09-06,40.73740285,-73.99857673540379,"133 WEST 13TH STREET, New York, New York 10011",0,1,1,0.44104166666666667,3541.6666666666665,134.0,2428571.4285714286,2833333.3333333335,17000000.0,8030.23145961266,9,3,mixed-use
GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT,135 WEST 13TH STREET,,10011,5.0,1.0,6.0,2117.0,4800.0,1890.0,17000000.0,2023-09-06,40.73742985,-73.99864122059327,"135 WEST 13TH STREET, New York, New York 10011",0,1,1,0.44104166666666667,3541.6666666666665,134.0,2833333.3333333335,3400000.0,17000000.0,8030.23145961266,9,3,mixed-use
GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT,801 GREENWICH STREET,,10014,4.0,2.0,6.0,2000.0,11496.0,1920.0,8550000.0,2023-07-24,40.7378581,-74.00625337264535,"801 GREENWICH STREET, New York, New York 10014",0,1,1,0.17397355601948503,743.7369519832986,104.0,1425000.0,2137500.0,4275000.0,4275.0,7,2,mixed-use
GREENWICH VILLAGE-WEST,22 STORE BUILDINGS,309 AVENUE OF THE AMER,,10014,0.0,1.0,1.0,2692.0,5400.0,1967.0,13500000.0,2023-09-05,,,"309 AVENUE OF THE AMER, New York, New York 10014",0,1,0,0.4985185185185185,2500.0,57.0,13500000.0,,13500000.0,5014.858841010401,9,3,commercial
GREENWICH VILLAGE-WEST,22 STORE BUILDINGS,307 AVENUE OF THE AMER,,10014,0.0,2.0,2.0,4067.0,4550.0,1920.0,13500000.0,2023-09-05,,,"307 AVENUE OF THE AMER, New York, New York 10014",0,1,0,0.8938461538461538,2967.032967032967,104.0,6750000.0,,6750000.0,3319.400049176297,9,3,commercial
GREENWICH VILLAGE-WEST,22 STORE BUILDINGS,169 WEST 10TH STREET,,10014,0.0,1.0,1.0,25.0,50.0,1905.0,190000.0,2023-04-04,40.734396,-74.002571,"169 WEST 10TH STREET, New York, New York 10014",0,1,0,0.5,3800.0,119.0,190000.0,,190000.0,7600.0,4,1,commercial
GREENWICH VILLAGE-WEST,25 LUXURY HOTELS,57 GANSEVOORT STREET,,10014,0.0,14.0,14.0,3740.0,24699.0,1887.0,57711000.0,2023-12-18,40.73932770833333,-74.00619559375,"57 GANSEVOORT STREET, New York, New York 10014",0,1,0,0.15142313453985992,2336.572330863598,137.0,4122214.285714286,,4122214.285714286,15430.748663101604,12,4,commercial
GREENWICH VILLAGE-WEST,32 HOSPITAL AND HEALTH FACILITIES,214 WEST HOUSTON STREET,,10014,0.0,1.0,1.0,11053.0,64260.0,2009.0,29750000.0,2023-08-31,40.72882805,-74.00446933198577,"214 WEST HOUSTON STREET, New York, New York 10014",0,1,0,0.17200435729847494,462.962962962963,15.0,29750000.0,,29750000.0,2691.5769474350855,8,3,commercial
HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS,122 WEST 132 STREET,,10027,1.0,0.0,1.0,1665.0,3335.0,1910.0,1069163.0,2023-05-18,,,"122 WEST 132 STREET, New York, New York 10027",0,0,1,0.4992503748125937,320.5886056971514,114.0,1069163.0,1069163.0,,642.13993993994,5,2,residential
HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS,123 WEST 132ND STREET,,10027,1.0,0.0,1.0,1699.0,3400.0,1910.0,3650000.0,2023-09-29,40.81277765,-73.94317842943012,"123 WEST 132ND STREET, New York, New York 10027",0,0,1,0.49970588235294117,1073.5294117647059,114.0,3650000.0,3650000.0,,2148.32254267216,9,3,residential
HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS,255 WEST 138 STREET,,10030,1.0,0.0,1.0,1699.0,2721.0,1910.0,2200000.0,2023-08-31,41.298786,-73.683891,"255 WEST 138 STREET, New York, New York 10030",0,0,1,0.6244027930907754,808.5262771040059,114.0,2200000.0,2200000.0,,1294.8793407886992,8,3,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,1989 MADISON AVENUE,,10035,2.0,0.0,2.0,1444.0,3572.0,1980.0,2295000.0,2024-02-22,40.80679485,-73.9395821,"1989 MADISON AVENUE, New York, New York 10035",0,0,1,0.40425531914893614,642.4972004479283,44.0,1147500.0,1147500.0,,1589.3351800554017,2,4,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,158 WEST 118 STREET,,10026,2.0,0.0,2.0,2523.0,2016.0,1901.0,2500000.0,2024-01-03,,,"158 WEST 118 STREET, New York, New York 10026",0,0,1,1.2514880952380953,1240.079365079365,123.0,1250000.0,1250000.0,,990.8838684106223,1,4,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,115 WEST 120 STREET,,10027,2.0,0.0,2.0,2018.0,5040.0,1900.0,4500000.0,2024-01-05,40.8051557,-73.94869559470797,"115 WEST 120 STREET, New York, New York 10027",0,0,1,0.4003968253968254,892.8571428571429,124.0,2250000.0,2250000.0,,2229.930624380575,1,4,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,128 WEST 121 ST,,10027,2.0,0.0,2.0,2018.0,6141.0,1901.0,2800000.0,2024-01-26,,,"128 WEST 121 ST, New York, New York 10027",0,0,1,0.3286109754111708,455.9517993812083,123.0,1400000.0,1400000.0,,1387.5123885034689,1,4,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,109 WEST 132 STREET,,10027,2.0,0.0,2.0,1499.0,3750.0,1910.0,2850000.0,2023-05-12,,,"109 WEST 132 STREET, New York, New York 10027",0,0,1,0.39973333333333333,760.0,114.0,1425000.0,1425000.0,,1901.2675116744497,5,2,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,217 WEST 122ND STREET,,10027,2.0,0.0,2.0,1261.0,3447.0,2018.0,2400000.0,2024-01-16,40.807348000000005,-73.95024795918367,"217 WEST 122ND STREET, New York, New York 10027",0,0,1,0.36582535538149114,696.2576153176675,6.0,1200000.0,1200000.0,,1903.2513877874703,1,4,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,213 WEST 131ST STREET,,10027,2.0,0.0,2.0,1665.0,3460.0,1914.0,2200000.0,2023-03-07,40.81327645,-73.94631956470339,"213 WEST 131ST STREET, New York, New York 10027",0,0,1,0.48121387283236994,635.8381502890173,110.0,1100000.0,1100000.0,,1321.3213213213214,3,1,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,357 WEST 122ND STREET,,10027,2.0,0.0,2.0,1514.0,3840.0,1899.0,2350000.0,2023-09-19,40.8093427,-73.95471272856642,"357 WEST 122ND STREET, New York, New York 10027",0,0,1,0.39427083333333335,611.9791666666666,125.0,1175000.0,1175000.0,,1552.1796565389695,9,3,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,322 WEST 137 STREET,,10030,2.0,0.0,2.0,1599.0,3328.0,1910.0,1.0,2023-10-23,,,"322 WEST 137 STREET, New York, New York 10030",0,0,1,0.48046875,0.00030048076923076925,114.0,0.5,0.5,,0.0006253908692933083,10,3,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,215 WEST 137TH STREET,,10030,2.0,0.0,2.0,1898.0,4000.0,1910.0,2999990.0,2024-01-10,40.81715125,-73.94357997789365,"215 WEST 137TH STREET, New York, New York 10030",0,0,1,0.4745,749.9975,114.0,1499995.0,1499995.0,,1580.6059009483668,1,4,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,3 HAMILTON TERRACE,,10031,2.0,0.0,2.0,1116.0,2376.0,1899.0,1595000.0,2024-02-02,40.82186415,-73.94693701537119,"3 HAMILTON TERRACE, New York, New York 10031",0,0,1,0.4696969696969697,671.2962962962963,125.0,797500.0,797500.0,,1429.2114695340501,2,4,residential
HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS,424 WEST 144 STREET,,10031,2.0,0.0,2.0,1280.0,3360.0,1920.0,10.0,2023-11-15,,,"424 WEST 144 STREET, New York, New York 10031",0,0,1,0.38095238095238093,0.002976190476190476,104.0,5.0,5.0,,0.0078125,11,4,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,28 EAST 127 STREET,,10035,3.0,0.0,3.0,1873.0,3376.0,1909.0,7249492.0,2023-05-09,43.0489901,-74.3163998,"28 EAST 127 STREET, New York, New York 10035",0,0,1,0.5547985781990521,2147.361374407583,115.0,2416497.3333333335,2416497.3333333335,,3870.5242925787506,5,2,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,2024 MADISON AVENUE,,10035,3.0,0.0,3.0,1260.0,2322.0,1905.0,7249492.0,2023-05-09,40.80792995,-73.93932609215116,"2024 MADISON AVENUE, New York, New York 10035",0,0,1,0.5426356589147286,3122.089577950043,119.0,2416497.3333333335,2416497.3333333335,,5753.565079365079,5,2,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,60 EAST 130 STREET,,10037,3.0,0.0,3.0,1665.0,3332.0,1910.0,7249492.0,2023-05-09,40.7992623,-73.9131069,"60 EAST 130 STREET, New York, New York 10037",0,0,1,0.4996998799519808,2175.7178871548617,114.0,2416497.3333333335,2416497.3333333335,,4354.049249249249,5,2,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,141 WEST 123RD STREET,,10027,3.0,0.0,3.0,1917.0,3952.0,1910.0,2525650.0,2024-01-29,40.8073164,-73.94798925,"141 WEST 123RD STREET, New York, New York 10027",0,0,1,0.4850708502024291,639.0814777327935,114.0,841883.3333333334,841883.3333333334,,1317.5013041210225,1,4,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,216 WEST 122 STREET,,10027,3.0,0.0,3.0,1514.0,3660.0,1910.0,1.0,2023-07-28,,,"216 WEST 122 STREET, New York, New York 10027",0,0,1,0.41366120218579233,0.000273224043715847,114.0,0.3333333333333333,0.3333333333333333,,0.0006605019815059445,7,2,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,269 WEST 131ST ST,,10027,3.0,0.0,3.0,1665.0,3672.0,1910.0,1650000.0,2023-10-06,40.81389005,-73.94779843837924,"269 WEST 131ST ST, New York, New York 10027",0,0,1,0.4534313725490196,449.34640522875816,114.0,550000.0,550000.0,,990.990990990991,10,3,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,235 WEST 132ND STREET,,10027,3.0,0.0,3.0,1599.0,3600.0,1910.0,2025000.0,2023-09-21,40.81405625,-73.94622138831215,"235 WEST 132ND STREET, New York, New York 10027",0,0,1,0.44416666666666665,562.5,114.0,675000.0,675000.0,,1266.4165103189493,9,3,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,253 WEST 134 STREET,,10030,3.0,0.0,3.0,1499.0,3308.0,1910.0,1720000.0,2023-09-13,,,"253 WEST 134 STREET, New York, New York 10030",0,0,1,0.4531438935912938,519.9516324062878,114.0,573333.3333333334,573333.3333333334,,1147.4316210807206,9,3,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,309 WEST 120 STREET,,10027,3.0,0.0,3.0,2321.0,2536.0,2001.0,10.0,2023-10-12,40.80744865,-73.95413679595055,"309 WEST 120 STREET, New York, New York 10027",0,0,1,0.9152208201892744,0.003943217665615142,23.0,3.3333333333333335,3.3333333333333335,,0.004308487720809996,10,3,residential
HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS,193 EDGECOMBE AVENUE,,10030,3.0,0.0,3.0,1683.0,3200.0,1901.0,866022.0,2024-02-07,40.82253825,-73.94470031560476,"193 EDGECOMBE AVENUE, New York, New York 10030",0,0,1,0.5259375,270.631875,123.0,288674.0,288674.0,,514.5704099821747,2,4,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,66 WEST 119 STREET,,10026,7.0,0.0,7.0,1615.0,2541.0,1909.0,1400000.0,2023-03-01,40.80338570000001,-73.94737705,"66 WEST 119 STREET, New York, New York 10026",0,0,1,0.6355765446674537,550.9641873278237,115.0,200000.0,200000.0,,866.8730650154798,3,1,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,66 WEST 119TH STREET,,10026,7.0,0.0,7.0,1615.0,2541.0,1909.0,1000000.0,2023-06-27,40.80338570000001,-73.94737705,"66 WEST 119TH STREET, New York, New York 10026",0,0,1,0.6355765446674537,393.5458480913026,115.0,142857.14285714287,142857.14285714287,,619.1950464396285,6,2,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,68 WEST 119 STREET,,10026,8.0,0.0,8.0,1615.0,2541.0,1909.0,1400000.0,2023-03-01,40.8034066,-73.9474266,"68 WEST 119 STREET, New York, New York 10026",0,0,1,0.6355765446674537,550.9641873278237,115.0,175000.0,175000.0,,866.8730650154798,3,1,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,68 WEST 119TH STREET,,10026,8.0,0.0,8.0,1615.0,2541.0,1909.0,1000000.0,2023-06-27,40.8034066,-73.9474266,"68 WEST 119TH STREET, New York, New York 10026",0,0,1,0.6355765446674537,393.5458480913026,115.0,125000.0,125000.0,,619.1950464396285,6,2,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,53 WEST 119TH STREET,,10026,8.0,0.0,8.0,1682.0,2700.0,1909.0,1750000.0,2023-12-28,40.80344025,-73.94657592912151,"53 WEST 119TH STREET, New York, New York 10026",0,0,1,0.6229629629629629,648.1481481481482,115.0,218750.0,218750.0,,1040.4280618311534,12,4,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,3 WEST 123 STREET,,10027,4.0,0.0,4.0,1917.0,3321.0,1909.0,2685000.0,2023-10-24,,,"3 WEST 123 STREET, New York, New York 10027",0,0,1,0.5772357723577236,808.4914182475158,115.0,671250.0,671250.0,,1400.625978090767,10,3,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,51-53 WEST 129TH STREET,10,10027,24.0,0.0,24.0,4996.0,21006.0,1910.0,2500.0,2023-08-25,40.811546,-73.9465492,"51-53 WEST 129TH STREET, New York, New York 10027",0,0,1,0.23783680853089592,0.11901361515757403,114.0,104.16666666666667,104.16666666666667,,0.500400320256205,8,3,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,51-53 WEST 129TH STREET,5,10027,24.0,0.0,24.0,4996.0,21006.0,1910.0,2500.0,2023-05-09,40.811546,-73.9465492,"51-53 WEST 129TH STREET, New York, New York 10027",0,0,1,0.23783680853089592,0.11901361515757403,114.0,104.16666666666667,104.16666666666667,,0.500400320256205,5,2,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,39-41 WEST 129TH STREET,6D,10027,24.0,0.0,24.0,4996.0,21006.0,1910.0,178500.0,2023-11-20,40.8155153,-73.9559497,"39-41 WEST 129TH STREET, New York, New York 10027",0,0,1,0.23783680853089592,8.497572122250785,114.0,7437.5,7437.5,,35.72858286629303,11,4,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,31-33 WEST 129TH ST,10,10027,22.0,0.0,22.0,4138.0,17280.0,1910.0,2500.0,2023-03-01,40.811546,-73.9465492,"31-33 WEST 129TH ST, New York, New York 10027",0,0,1,0.2394675925925926,0.14467592592592593,114.0,113.63636363636364,113.63636363636364,,0.6041565973900435,3,1,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,31-33 WEST 129TH STREET,12,10027,22.0,0.0,22.0,4138.0,17280.0,1910.0,2500.0,2023-03-01,40.811546,-73.9465492,"31-33 WEST 129TH STREET, New York, New York 10027",0,0,1,0.2394675925925926,0.14467592592592593,114.0,113.63636363636364,113.63636363636364,,0.6041565973900435,3,1,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,53 W 130TH STREET,,10037,4.0,0.0,4.0,1998.0,4072.0,1910.0,25000.0,2023-05-05,40.8106085,-73.94192948593889,"53 W 130TH STREET, New York, New York 10037",0,0,1,0.4906679764243615,6.139489194499018,114.0,6250.0,6250.0,,12.512512512512513,5,2,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,438 LENOX AVENUE,,10037,4.0,0.0,4.0,1410.0,3340.0,1910.0,1100000.0,2023-09-28,40.81188265,-73.9420708603752,"438 LENOX AVENUE, New York, New York 10037",0,0,1,0.4221556886227545,329.34131736526945,114.0,275000.0,275000.0,,780.1418439716313,9,3,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,20 EAST 125 STREET,,10035,4.0,1.0,5.0,2018.0,4900.0,1910.0,1950000.0,2023-04-04,,,"20 EAST 125 STREET, New York, New York 10035",0,1,1,0.41183673469387755,397.9591836734694,114.0,390000.0,487500.0,1950000.0,966.3032705649158,4,1,mixed-use
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,22 EAST 126 STREET,,10035,4.0,0.0,4.0,1873.0,3748.0,1909.0,7249492.0,2023-05-09,,,"22 EAST 126 STREET, New York, New York 10035",0,0,1,0.4997331910352188,1934.2294557097118,115.0,1812373.0,1812373.0,,3870.5242925787506,5,2,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,51 EAST 126TH ST.,,10035,11.0,0.0,11.0,2498.0,3812.0,1909.0,1686494.0,2023-05-08,40.80621395,-73.93923964999999,"51 EAST 126TH ST., New York, New York 10035",0,0,1,0.655299055613851,442.4171038824764,115.0,153317.63636363635,153317.63636363635,,675.1377101681345,5,2,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,46-48 EAST 129TH STREET,5W,10035,10.0,0.0,10.0,3747.0,14310.0,1910.0,148381.0,2023-12-28,40.808243,-73.9387,"46-48 EAST 129TH STREET, New York, New York 10035",0,0,1,0.26184486373165616,10.369042627533194,114.0,14838.1,14838.1,,39.59994662396584,12,4,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2117 5,,10035,4.0,0.0,4.0,2035.0,3735.0,1900.0,1950000.0,2023-09-26,40.7127281,-74.0060152,"2117 5, New York, New York 10035",0,0,1,0.5448460508701473,522.0883534136547,124.0,487500.0,487500.0,,958.2309582309582,9,3,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,149 EAST 121 STREET,,10035,5.0,0.0,5.0,1539.0,6175.0,1900.0,7249492.0,2023-05-09,,,"149 EAST 121 STREET, New York, New York 10035",0,0,1,0.24923076923076923,1174.0068016194332,124.0,1449898.4,1449898.4,,4710.521117608837,5,2,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,11 SAINT NICHOLAS AVENUE,1B,10026,36.0,0.0,36.0,6297.0,33490.0,1900.0,300000.0,2024-02-14,40.79940415,-73.95270385891936,"11 SAINT NICHOLAS AVENUE, New York, New York 10026",0,0,1,0.1880262765004479,8.957897879964168,124.0,8333.333333333334,8333.333333333334,,47.641734159123395,2,4,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,11-15 SAINT NICHOLAS AVE,1A,10026,36.0,0.0,36.0,6297.0,33490.0,1900.0,245000.0,2023-11-16,40.8027215,-73.9525913,"11-15 SAINT NICHOLAS AVE, New York, New York 10026",0,0,1,0.1880262765004479,7.315616601970738,124.0,6805.555555555556,6805.555555555556,,38.90741622995077,11,4,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,11-15 SAINT NICHOLAS AVENUE,5A,10026,36.0,0.0,36.0,6297.0,33490.0,1900.0,143229.0,2023-08-07,40.8027215,-73.9525913,"11-15 SAINT NICHOLAS AVENUE, New York, New York 10026",0,0,1,0.1880262765004479,4.276769184831293,124.0,3978.5833333333335,3978.5833333333335,,22.74559313959028,8,3,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,11-15 ST NICHOLAS AVENUE,3F,10026,36.0,0.0,36.0,6297.0,33490.0,1900.0,330000.0,2024-01-05,40.8027215,-73.9525913,"11-15 ST NICHOLAS AVENUE, New York, New York 10026",0,0,1,0.1880262765004479,9.853687667960585,124.0,9166.666666666666,9166.666666666666,,52.405907575035734,1,4,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,11-15 ST NICHOLAS AVENUE,5A/H,10026,36.0,0.0,36.0,6297.0,33490.0,1900.0,565000.0,2023-06-28,40.8027215,-73.9525913,"11-15 ST NICHOLAS AVENUE, New York, New York 10026",0,0,1,0.1880262765004479,16.870707673932518,124.0,15694.444444444445,15694.444444444445,,89.72526599968239,6,2,residential
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,128 WEST 116 STREET,,10026,10.0,2.0,12.0,3280.0,12591.0,1900.0,4.0,2024-02-06,40.8074124,-73.9624361,"128 WEST 116 STREET, New York, New York 10026",0,1,1,0.2605035342705107,0.0003176872369152569,124.0,0.3333333333333333,0.4,2.0,0.0012195121951219512,2,4,mixed-use
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,110 ST NICHOLAS AVENUE,,10026,9.0,2.0,11.0,2595.0,9624.0,1900.0,20060561.0,2023-09-13,40.8027433,-73.95236190227273,"110 ST NICHOLAS AVENUE, New York, New York 10026",0,1,1,0.2696384039900249,2084.430694098088,124.0,1823687.3636363635,2228951.222222222,10030280.5,7730.466666666666,9,3,mixed-use
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,230 WEST 116 STREET,,10026,13.0,1.0,14.0,2658.0,9858.0,1910.0,2038000.0,2023-06-29,40.8074124,-73.9624361,"230 WEST 116 STREET, New York, New York 10026",0,1,1,0.2696287279367012,206.73564617569485,114.0,145571.42857142858,156769.23076923078,2038000.0,766.7419112114371,6,2,mixed-use
HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,163 LENOX AVENUE,3B,10026,8.0,2.0,10.0,3250.0,14570.0,1920.0,450000.0,2024-02-12,40.80367715,-73.9489474021739,"163 LENOX AVENUE, New York, New York 10026",0,1,1,0.2230610844200412,30.885380919698008,104.0,45000.0,56250.0,225000.0,138.46153846153845,2,4,mixed-use
